mean,std
142.45980561225252,32.43542531844823
140.10257573861733,30.92542701069567
137.69873947791962,29.025228111981257
135.0518225598904,27.436238652766157
132.7437328136859,26.137139130623122
130.82931496747892,25.285400224201226
129.2938286254075,24.648561051291985
128.10880652860556,24.14557263593961
126.64217553418615,23.196888345391244
125.41879295164688,22.364882762446726
124.60255942017646,22.257635308532123
123.92138026412186,21.676493018085242
122.74000367065537,20.55506056027489
121.93707266486106,20.468723471057576
121.3217732378069,20.221241486088843
120.81375356882512,19.76616331407637
120.0648701951397,19.129424202539905
119.33061680472284,18.387326670018876
118.55787648430349,18.087484582617364
117.85957839185123,17.746437044458936
117.25583932453348,17.317292386452642
116.68075290063099,16.9485510021873
115.91231154154111,16.619939865755295
115.24108675179149,16.425123727812572
114.98398694849213,16.17770102088488
114.60918882335787,15.973105802284069
114.00997630295682,15.659522505120979
113.29526550093317,15.23826668082715
112.61814310194328,14.98704862710144
112.26061810796823,14.669813324621682
111.87332745349352,14.559811033641182
111.43196887322021,14.436218622140021
110.95997788212767,14.069994411707025
110.38809130809426,13.916823709858388
109.72827749151784,13.620309777675791
109.29067793455313,13.177846005901058
108.96443054485573,13.080276676916377
108.62532505365945,12.772104687435402
108.32883296618579,12.710442737805913
107.96584101909392,12.487649543362586
107.71203490378781,12.556084377907968
107.40065871269013,12.363409429151952
107.1625838682779,12.143575585261914
106.96143879663445,12.087394678213938
106.27830114605112,11.84225788867922
105.8409617125761,11.697570226305235
105.66075580515282,11.551960720362795
105.14781931916872,11.397317764952515
104.75544485510368,11.419851881960287
104.55473140038269,11.34049341183903
104.21100683307426,11.321733424813393
103.75666173757858,11.198186174162618
103.38013698593251,10.959521059644903
103.19929902072225,10.89696067967011
102.78860225476248,10.603873112229723
102.49266929973875,10.575186178861571
102.11638935556525,10.369144544642495
101.95337244264171,10.330750551786172
101.64138784385531,10.015328480437171
101.36806385274322,9.897574978355205
101.00929176637334,9.630265314999964
100.66585677794927,9.618861683037968
100.3414142012587,9.62352016299947
100.26878513487028,9.687708417578145
100.02046879126752,9.603675784593381
99.97300766599268,9.622906284175928
99.5979020534129,9.461978210553752
99.30413493082825,9.4763321090578
98.94493416482736,9.154119678303099
98.67087515021316,9.224131308728943
98.43281878646225,9.117306855526689
98.14731098722358,8.959460729778492
98.02353808007568,8.943721799222292
97.77536619656628,8.790877591131347
97.73776162174482,8.777482871547786
97.71092324289918,8.75227058440522
97.43888100291782,8.627211404761054
97.2065458418057,8.72870182450444
96.83350442778332,8.416003997832833
96.67274474912352,8.346860224643825
96.44854691611755,8.18063115884278
96.19443021115839,8.098083447390499
96.07290995194825,7.773702589813264
95.93913393337154,7.850149934942954
95.62618296384129,7.685751400879627
95.50216470035913,7.653801926081514
95.32724516512162,7.606992955599685
95.13967059644867,7.523384567023775
94.94190781099078,7.496802665470839
94.67571594389098,7.30624867839711
94.45517323996224,7.36675024264569
94.3641715776813,7.261474916227138
94.15937238440323,7.266244223966216
93.90958217427267,7.120890140852896
93.73565162030833,7.185273683007164
93.72083658488624,7.217737414376817
93.36993507703559,7.025171864074208
93.14174938057985,6.873611165650247
92.80139824464571,6.611430580230855
92.48471869473025,6.492655894174926
92.27778794572131,6.432762209955337
92.06600442752358,6.386493148026746
91.80661782756525,6.24631435797891
91.72350926284251,6.228770847303534
91.63771966972901,6.1896632034756855
91.5693141770942,6.081251977078462
91.58140471325416,6.19130299180717
91.50287207445328,6.223404793660546
91.41647235488864,6.258579530250184
91.24163592553192,6.126378968913529
91.17956665887691,6.13309705230141
91.01772140922088,6.140984642171403
90.91991651579526,6.153203046138538
90.62872066694074,5.956002516885263
90.45664941840542,5.88810324502486
90.16365588533928,5.924115548141077
89.98752749362379,5.958580312303518
89.69522349356649,5.88270493109812
89.62385769232714,5.948143301360203
89.6801893203716,6.021000425747076
89.48448906038286,6.167499698035376
89.43580483732674,6.164940046400497
89.27635600395473,6.256186052723257
89.22206303579691,6.249371312038044
89.13494221537559,6.2622182259493915
89.06749720112337,6.182549763153636
88.83437040149242,6.2315764066149395
88.81753085703257,6.276014059113316
88.57746953374902,6.167638364620389
88.46235572127749,6.0718735468493925
88.35404782017196,6.164033649450028
88.2314820001015,6.220125867610446
88.22319588169036,6.26359958884917
88.13955552744306,6.331050889083304
88.11726013747983,6.285367290758721
88.07148411808318,6.2101128874220155
87.9450980511924,6.260048226358035
88.09823726112876,6.294059622820256
87.97199555465717,6.267890268757514
87.83680147196077,6.212131608902502
87.7204236127911,6.369040700386201
87.5350906921862,6.26299422787442
87.40080360355074,6.216979162628154
87.35027940347865,6.297717921469737
87.36283463987247,6.418500706778065
87.25872716338286,6.303864240750584
87.15093390567556,6.15368811489967
87.11124461102945,5.947804027591308
86.99843071017766,5.984833070505113
86.89960560799922,6.073758534047765
86.77530420773319,6.0053541112640865
86.77552092798791,5.9057803834355855
86.70468168642633,5.925988549003125
86.55207267740991,5.937917306398494
86.51120530623814,6.024212643966892
86.33989448655655,5.825484241473912
86.32933249534575,5.696047344007125
86.26592046326822,5.700464148683445
86.2472012111516,5.755819882326714
86.264612793257,5.7281458249086326
86.17427982669415,5.620870897217102
86.13462455986055,5.709974585452127
86.02854864506442,5.564495521005374
85.93812246425807,5.534099489562112
85.92604641496156,5.495721502318354
85.75849080424085,5.583044672471326
85.5822851686634,5.635944496419653
85.51559133761648,5.631096667791358
85.34139521245547,5.5102251709962635
85.28291181138407,5.522049474496824
85.12949878889394,5.420236485885109
84.9953366971147,5.307418475761409
85.02261554838546,5.133939920023274
84.88160577512639,4.963051565790523
84.688022189507,4.795741846624989
84.63718614734731,4.741170006243865
84.56264465220445,4.798657284148149
84.55894156178348,4.833999826199423
84.4690049628607,4.957122655292263
84.3400000859452,4.880170516278407
84.27604226886555,4.933527927501112
84.24490401830568,4.847373832467566
84.05619757736324,4.8671637109980255
83.99294257107574,4.9632407046241225
83.89398050493122,4.978888033064272
83.8078733805238,5.011031363987945
83.86344194631603,4.99697091116297
83.86710148756107,4.937848025768173
83.80667822664535,5.035017332204957
83.81797774242834,4.961934936100968
83.62167596978121,4.733452783640271
83.49826336759939,4.711322068037936
83.4548238713246,4.7324841129892885
83.46948899349944,4.763330282717452
83.34499447251318,4.712873628639423
83.31527530758198,4.717163874447303
83.28142778510075,4.7216738293963765
83.14453605045387,4.705038425554093
83.09784162973976,4.726430359808312
83.01376347629314,4.6269781358441415
83.04461228064726,4.718759571867402
83.02282389506755,4.757147107187646
82.98292041197246,4.724276555558026
82.82335821673206,4.6441627887125945
82.71084277552109,4.501618403722829
82.5532899932255,4.558226134064022
82.46625485309367,4.54574275868474
82.31367886580293,4.57326390774605
82.27938858251656,4.5565631699208184
82.27586724706754,4.538205270320064
82.18717577461913,4.547332443206441
82.17038865841097,4.550505475716863
82.15788600738105,4.515223482999487
82.18882685733563,4.528860912237095
82.13084553599,4.478597175136491
82.00933200550952,4.552095204863053
81.90483520938521,4.541224717209638
81.84912687546243,4.466949478538991
81.86220766760083,4.577186859621637
81.79544050134749,4.492643820628202
81.73227440136166,4.4191448192905405
81.60970150362837,4.4159983504323455
81.60351516941333,4.445387894044025
81.57018981466018,4.468919434822238
81.69433731987172,4.580854062614474
81.69431217464147,4.6050142780765215
81.72398614808566,4.765501742291512
81.65676413482907,4.717478639489231
81.69258523161893,4.6755196748775445
81.6372120484545,4.7217218334669235
81.59437945080907,4.723597676710709
81.63328279058415,4.712027224458428
81.57400376896693,4.7510940723519015
81.55922641253723,4.752969696624621
81.49288830641655,4.65158914151759
81.45299009887313,4.74646102410091
81.31579198741713,4.805334381637179
81.42000263541668,4.844859518774889
81.25740873943766,4.681030402262312
81.16049381257987,4.714130183213731
81.08379193833353,4.70098835413075
80.95222805919639,4.704189419859394
80.87179013226724,4.675144799539914
80.85419162686628,4.6567950915071075
80.7669411191651,4.731420313642173
80.65997054986703,4.7105488719335735
80.58091513615666,4.694384507870174
80.59846881204047,4.753846049678897
80.51749703204611,4.758991109342479
80.37671555988305,4.626188901560879
80.30753254381719,4.512615374801122
80.16534546982355,4.508484857459263
