mean,std
150.28808732850902,42.08097786356206
145.70957007627538,39.70481868866987
143.13486584063227,35.769388974981574
141.35972437416515,35.09093583495264
139.06918488020193,32.85910249140947
137.1856925159079,30.744179246620664
136.39199333733634,30.29632722543209
135.9083932671729,30.388687524799362
134.85859463685767,28.648371172452013
134.16278004420664,27.826967683866034
132.9767965719121,27.13716584212386
132.5124281921937,27.03895363500596
131.98926539915405,27.183775174449867
131.07688878429784,25.789082372270546
130.84066922802498,25.831605537315006
130.11522644291782,24.80505168992057
129.75228762261762,24.270938250039805
128.7755619605412,23.66077044803227
127.74769283549001,22.986326719634636
127.30310185928529,22.929446603704395
126.78732635311461,22.83980725595298
126.5690759708584,22.49899121291826
126.62848763029568,22.706484937060928
126.3730803142997,22.328616982199705
126.01525244973058,21.66564809515329
125.72765078586707,21.58577989450553
124.98992138024072,21.473304719884442
124.90481623989515,21.2093902292726
124.779634009154,20.988143091551795
124.85024284503946,20.918809359958903
124.41033555827033,20.58508398051983
124.72121463332005,20.544115492373987
124.57048604001018,20.737414705435746
124.06016427179993,20.514389493404867
123.45782534406861,20.866388744523864
122.98148590292293,20.464432362570875
122.62949253357367,20.295400053043302
122.2215399529734,20.226154272372483
122.09897198299814,19.661756992861033
121.73254789010689,19.55253342077145
121.59107468675919,19.3721413068525
121.18294191587971,19.165271783332525
121.30466119616811,19.81145063635975
121.27848693573019,20.249081727052975
120.65826332034786,19.56540081181269
120.4006267175714,19.06704999230715
119.64765439874407,18.969431612448094
119.19647039992441,18.679705346739144
119.22628188862815,18.761739176344626
119.1885496366104,19.104950712924133
118.54023411712147,18.37376019162027
118.26708706053076,18.419544422903112
118.39441720561328,18.53142013313498
118.0129517760908,18.11764319234297
117.77077737635855,17.943466553178656
117.75351575812005,18.10344134163378
117.51414985476339,17.85074932137213
117.11274797440682,17.41736615325937
117.00256715781427,17.29001375568002
116.95405368917429,17.603818981266194
116.79257710845745,17.40990782672846
116.76197128475707,17.60779289260812
116.60418956954176,17.459574734769998
116.65914657201421,17.831898240579548
116.4306676033653,17.407536315940867
116.37192491485784,17.780947959850856
116.02163972960832,17.58057025259958
115.7061793989444,17.60329452430203
115.49941516603354,17.126892355888717
115.58232240735855,17.33865379037412
115.29335373281955,17.276872554938073
115.26002012322762,17.560518489871082
115.08744871465896,17.1506402001826
114.92149110579454,16.985976399818178
114.48203005534965,16.68768906720169
114.0439837047466,16.589026964098174
114.18160756250974,16.85513514757372
113.8568157205727,16.92970725501608
113.34429155657926,16.707058235048386
